"address","categoryName","claimThisBusiness","googleFoodUrl","hotelStars","location/lat","location/lng","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","phone","price","rank","state","street","title","totalScore","url","website","reviewsCount"
"226 Đường số 3, Bình Hưng Hoà B, Bình Tân, Hồ Chí Minh 700000, Việt Nam","Nhà hàng","false",,,"10.814285","106.5939226","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","+84 375 437 089",,"13","Bình Tân, Hồ Chí Minh","226 Đường số 3","Ẩm thực 3 Tây","5","https://www.google.com/maps/search/?api=1&query=%E1%BA%A8m%20th%E1%BB%B1c%203%20T%C3%A2y&query_place_id=ChIJDx6n4ccrdTERWzPYx0w1EOc","http://kienlua.vn/","1"
"86 Đ. Trần Đại Nghĩa, Tân Kiên, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.724824","106.5959345","Thứ Tư","07:00 to 22:00","Thứ Năm","07:00 to 22:00","Thứ Sáu","07:00 to 22:00","Thứ Bảy","07:00 to 22:00","Chủ Nhật","07:00 to 22:00","Thứ Hai","07:00 to 22:00","Thứ Ba","07:00 to 22:00","+84 986 773 097",,"15","Bình Tân, Hồ Chí Minh","86 Đ. Trần Đại Nghĩa","Quán Cơm Dương Kiều","2","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C6%A1m%20D%C6%B0%C6%A1ng%20Ki%E1%BB%81u&query_place_id=ChIJLRP_L5ctdTERQKhFVSmyIWQ",,"2"
"276/35/40/4A, Binh Hung Hoa, Bình Hưng Hoà B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","false",,,"10.8120979","106.5915938","Thứ Tư","11:00 to 00:00","Thứ Năm","11:00 to 00:00","Thứ Sáu","11:00 to 00:00","Thứ Bảy","11:00 to 00:00","Chủ Nhật","11:00 to 00:00","Thứ Hai","11:00 to 00:00","Thứ Ba","11:00 to 00:00","+84 932 031 959",,"12","Bình Tân, Hồ Chí Minh","276/35/40/4A, Binh Hung Hoa","Quán nhậu Oanh Béo","5","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20nh%E1%BA%ADu%20Oanh%20B%C3%A9o&query_place_id=ChIJRaO-xwgrdTERjqrfCFto890",,"7"
"99 Tên Lửa, Bình Trị Đông B, Bình Tân, Hồ Chí Minh, Việt Nam","Khách sạn","true",,,"10.7460085","106.6123519",,,,,,,,,,,,,,,,,"18","Bình Tân, Hồ Chí Minh","99 Tên Lửa","Hotel Hoàng Anh",,"https://www.google.com/maps/search/?api=1&query=Hotel%20Ho%C3%A0ng%20Anh&query_place_id=ChIJvQjSE8wtdTERFXEii21aND0",,"0"
"Nguyễn Cửu Phú, Tân Tạo A, Bình Tân, Hồ Chí Minh 71909, Việt Nam","Nhà hàng món chay","false",,,"10.7544823","106.584579","Thứ Tư","08:00 to 18:00","Thứ Năm","08:00 to 18:00","Thứ Sáu","08:00 to 00:00","Thứ Bảy","00:00 to 06:00, 08:00 to 11:30","Chủ Nhật","Đóng cửa","Thứ Hai","08:00 to 00:00","Thứ Ba","00:00 to 06:00, 08:00 to 18:00","+84 768 792 525",,"13","Bình Tân, Hồ Chí Minh","Nguyễn Cửu Phú","TUỆ ANH VEGAN FOOD",,"https://www.google.com/maps/search/?api=1&query=TU%E1%BB%86%20ANH%20VEGAN%20FOOD&query_place_id=ChIJ74EjPIotdTEROmwOf7Kz3bo",,"0"
"1227 TL10, Tân Tạo, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng món lẩu","false",,,"10.7558246","106.5939864","Thứ Tư","11:00 to 23:00","Thứ Năm","11:00 to 23:00","Thứ Sáu","11:00 to 23:00","Thứ Bảy","11:00 to 23:00","Chủ Nhật","11:00 to 23:00","Thứ Hai","11:00 to 23:00","Thứ Ba","11:00 to 23:00","+84 937 333 292",,"7","Bình Tân, Hồ Chí Minh","1227 TL10","Lẩu Dê Hải Châu","4","https://www.google.com/maps/search/?api=1&query=L%E1%BA%A9u%20D%C3%AA%20H%E1%BA%A3i%20Ch%C3%A2u&query_place_id=ChIJp0qa9vItdTERRCDLkTrVF6Y","https://facebook.com/laudehaichau","28"
"128 Nguyễn Thị Tú, Bình Hưng Hoà B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng Việt Nam","false","https://food.google.com/chooseprovider?restaurantId=/g/11s85tc_8h&g2lbs=AOHF13nUZxGfoVtxZSv5mlDvFQ_Gl1CO8yUEpPRlKeh8QU2gvnWUoghL0pwPawPARZZNLoBeFRjg-AXLw3ofLgOSuErAgF8g6SUrbBTQtcrq4IiZRXxbcCY%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=heJyZsSXNIjCkPIPhZq06Ag&ei=heJyZsSXNIjCkPIPhZq06Ag&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.8158838","106.5964848","Thứ Tư","07:00 to 22:00","Thứ Năm","07:00 to 22:00","Thứ Sáu","07:00 to 22:00","Thứ Bảy","07:00 to 22:00","Chủ Nhật","07:00 to 22:00","Thứ Hai","07:00 to 22:00","Thứ Ba","07:00 to 22:00","+84 903 241 469",,"15","Bình Tân, Hồ Chí Minh","128 Nguyễn Thị Tú","Cơm Tấm Phúc Lộc Thọ Nguyễn Thị Tú","4.1","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20Ph%C3%BAc%20L%E1%BB%99c%20Th%E1%BB%8D%20Nguy%E1%BB%85n%20Th%E1%BB%8B%20T%C3%BA&query_place_id=ChIJhWwXFdItdTERpnv0tOFVy5o","https://comtamphucloctho.vn/","83"
"624/24, Bình Tân, Hồ Chí Minh, Việt Nam","Quán ăn nhỏ","true",,,"10.7309388","106.6072986","Thứ Tư","09:00 to 22:30","Thứ Năm","09:00 to 22:30","Thứ Sáu","09:00 to 22:30","Thứ Bảy","09:00 to 22:30","Chủ Nhật","09:00 to 22:30","Thứ Hai","09:00 to 22:30","Thứ Ba","09:00 to 22:30","+84 907 901 323",,"16","Bình Tân, Hồ Chí Minh","624/24","Lẩu mắm 9 Tân","4.3","https://www.google.com/maps/search/?api=1&query=L%E1%BA%A9u%20m%E1%BA%AFm%209%20T%C3%A2n&query_place_id=ChIJR3bm6T8tdTERKItTui9Z2l4",,"113"
"235 Nguyễn Thị Tú, Bình Hưng Hoà B, Bình Tân, Hồ Chí Minh 700000, Việt Nam","Nhà hàng hải sản","false","https://food.google.com/chooseprovider?restaurantId=/g/11s7rzxwy3&g2lbs=AOHF13l5lsr43as9UcRO7PpPq-eE44tkxXxL57zC83UbYwUmut7u-h-jSuXc3zoS6iMJ04DyuJ_zPqCTmMYXtS6gZa8iN1qzKioWbzqeQssWj2JcVjM9k2Q%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=iOJyZrj8AfW9kPIPjvO7yAI&ei=iOJyZrj8AfW9kPIPjvO7yAI&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.8154287","106.5937816","Thứ Tư","10:00 to 22:00","Thứ Năm","10:00 to 22:00","Thứ Sáu","10:00 to 22:00","Thứ Bảy","10:00 to 22:00","Chủ Nhật","10:00 to 22:00","Thứ Hai","10:00 to 22:00","Thứ Ba","10:00 to 22:00","+84 344 999 011",,"14","Bình Tân, Hồ Chí Minh","235 Nguyễn Thị Tú","Nhà Hàng Hải Sản Lucky","4.7","https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20H%E1%BA%A3i%20S%E1%BA%A3n%20Lucky&query_place_id=ChIJp3nACd4rdTERglX4sv8CMvk","https://haisanlucky.com/","53"
"68 Đường số 24A, Bình Trị Đông B, Bình Tân, Hồ Chí Minh, Việt Nam","Khách sạn","false",,"Khách sạn 3 sao","10.7550216","106.6116842",,,,,,,,,,,,,,,"+84 971 103 138","167 NOK","13","Bình Tân, Hồ Chí Minh","68 Đường số 24A","HỒNG BẢO THẠCH HOTEL","4.6","https://www.google.com/maps/search/?api=1&query=H%E1%BB%92NG%20B%E1%BA%A2O%20TH%E1%BA%A0CH%20HOTEL&query_place_id=ChIJI_nFMdEtdTERdNwJtitn5tU","https://hongbaothachhotel.com/","74"
"4 Đường Cầu Kinh, Tân Tạo A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7516397","106.5855127",,,,,,,,,,,,,,,"+84 377 433 293",,"12","Bình Tân, Hồ Chí Minh","4 Đường Cầu Kinh","Vựa Mía Vũ Lộc","4.3","https://www.google.com/maps/search/?api=1&query=V%E1%BB%B1a%20M%C3%ADa%20V%C5%A9%20L%E1%BB%99c&query_place_id=ChIJP_-tLastdTERFI0sWA5sO7k",,"3"
"100 Nguyễn Thị Tú, Bình Hưng Hoà B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","false",,,"10.8159421","106.5972892","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Đóng cửa","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày",,,"9","Bình Tân, Hồ Chí Minh","100 Nguyễn Thị Tú","Lan Hoa",,"https://www.google.com/maps/search/?api=1&query=Lan%20Hoa&query_place_id=ChIJRfA2idktdTERwheceGBz9EI",,"0"
"Tân Tạo A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7503394","106.5854011",,,,,,,,,,,,,,,,,"11","Bình Tân, Hồ Chí Minh",,"Cháo Dinh Dưỡng Vina Soup",,"https://www.google.com/maps/search/?api=1&query=Ch%C3%A1o%20Dinh%20D%C6%B0%E1%BB%A1ng%20Vina%20Soup&query_place_id=ChIJ1UUeGastdTER8HntY_1QHIA",,"0"
"483 Hồ Học Lãm, An Lạc, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7262095","106.6083493","Thứ Tư","07:00 to 22:00","Thứ Năm","07:00 to 22:00","Thứ Sáu","07:00 to 22:00","Thứ Bảy","07:00 to 22:00","Chủ Nhật","07:00 to 22:00","Thứ Hai","07:00 to 22:00","Thứ Ba","07:00 to 22:00","+84 931 431 377",,"13","Bình Tân, Hồ Chí Minh","483 Hồ Học Lãm","mộng dừa","5","https://www.google.com/maps/search/?api=1&query=m%E1%BB%99ng%20d%E1%BB%ABa&query_place_id=ChIJC38XRiUtdTERvXEJIs_ZUHk","https://www.facebook.com/mongduasi/","2"
"24 Đường số 8, Tân Tạo A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7475353","106.5860559",,,,,,,,,,,,,,,"+84 902 642 269",,"10","Bình Tân, Hồ Chí Minh","24 Đường số 8","Quán Ăn Phú Vy",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%82n%20Ph%C3%BA%20Vy&query_place_id=ChIJL_krwastdTERE1si1yP0baE",,"0"
"38-40-42, 44-46 Đường số 33, Bình Trị Đông B, Bình Tân, Hồ Chí Minh, Việt Nam","Khách sạn","false",,,"10.7535924","106.6082996",,,,,,,,,,,,,,,"+84 908 880 098","166 NOK","9","Bình Tân, Hồ Chí Minh","38-40-42, 44-46 Đường số 33","Truc Huyen Hotel","4.2","https://www.google.com/maps/search/?api=1&query=Truc%20Huyen%20Hotel&query_place_id=ChIJn6DbqjUsdTERv2V_iEvv__A","https://www.reddoorz.com/vi-vn/hotel/vietnam/ho-chi-minh-city/binh-tan-district/ten-lua/truc-huyen-hotel?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google","87"
"224 Đường số 3, Bình Hưng Hoà B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","false",,,"10.8141631","106.5939206","Thứ Tư","09:30 to 22:00","Thứ Năm","09:30 to 22:00","Thứ Sáu","09:30 to 22:00","Thứ Bảy","09:30 to 22:00","Chủ Nhật","09:30 to 22:00","Thứ Hai","09:30 to 22:00","Thứ Ba","09:30 to 22:00","+84 364 074 004","$$","10","Bình Tân, Hồ Chí Minh","224 Đường số 3","Nhà Hàng Ốc Quyên 2","4.3","https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20H%C3%A0ng%20%E1%BB%90c%20Quy%C3%AAn%202&query_place_id=ChIJWWh2r4QrdTERNhic2XrynEo",,"1425"
"702 – 702A Đ. Lê Trọng Tấn, Bình Hưng Hoà, Bình Tân, Hồ Chí Minh 700000, Việt Nam","Nhà hàng pizza","false",,,"10.8148789","106.6049897","Thứ Tư","10:00 to 22:00","Thứ Năm","10:00 to 22:00","Thứ Sáu","10:00 to 22:00","Thứ Bảy","10:00 to 22:00","Chủ Nhật","10:00 to 22:00","Thứ Hai","10:00 to 22:00","Thứ Ba","10:00 to 22:00","+84 1900 1822","$$","11","Bình Tân, Hồ Chí Minh","702 – 702A Đ. Lê Trọng Tấn","Pizza Hut Lê Trọng Tấn","4.4","https://www.google.com/maps/search/?api=1&query=Pizza%20Hut%20L%C3%AA%20Tr%E1%BB%8Dng%20T%E1%BA%A5n&query_place_id=ChIJS1FKBo0rdTER3sXfkFifgv0","https://pizzahut.vn/","181"
"607, Tỉnh Lộ 10, Phường Tân Tạo, Quận Bình Tân, Thành Phố Hồ Chí Minh, Tân Tạo, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7581929","106.5838939","Thứ Tư","07:00 to 22:00","Thứ Năm","07:00 to 22:00","Thứ Sáu","07:00 to 22:00","Thứ Bảy","07:00 to 22:00","Chủ Nhật","07:00 to 22:00","Thứ Hai","07:00 to 22:00","Thứ Ba","07:00 to 22:00","+84 775 992 662",,"6","Bình Tân, Hồ Chí Minh","607, Tỉnh Lộ 10, Phường Tân Tạo, Quận Bình Tân, Thành Phố Hồ Chí Minh","Quán Bún Mắm Thu Thảo","4","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20B%C3%BAn%20M%E1%BA%AFm%20Thu%20Th%E1%BA%A3o&query_place_id=ChIJ2eNrblYsdTER8K_TcCcOlrM",,"8"
"50A Hồ Học Lãm, An Lạc, Bình Tân, Hồ Chí Minh 70000, Việt Nam","Nhà hàng","true",,,"10.7256137","106.6086623","Thứ Tư","07:00 to 21:00","Thứ Năm","07:00 to 21:00","Thứ Sáu","07:00 to 21:00","Thứ Bảy","07:00 to 21:00","Chủ Nhật","07:00 to 21:00","Thứ Hai","07:00 to 21:00","Thứ Ba","07:00 to 21:00","+84 937 766 338",,"12","Bình Tân, Hồ Chí Minh","50A Hồ Học Lãm","Quán Cơm Tấm Bi Bo","4","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C6%A1m%20T%E1%BA%A5m%20Bi%20Bo&query_place_id=ChIJnSpzqestdTERMHxWiAOvfQ0","http://comtambibo.com/","51"
"1746 TL10, Tân Tạo A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","false",,,"10.7597173","106.5756533","Thứ Tư","15:30 to 01:00","Thứ Năm","15:30 to 01:00","Thứ Sáu","15:30 to 01:00","Thứ Bảy","15:30 to 01:00","Chủ Nhật","15:30 to 01:00","Thứ Hai","15:30 to 01:00","Thứ Ba","15:30 to 01:00","+84 979 018 238",,"5","Bình Tân, Hồ Chí Minh","1746 TL10","Ốc Tự Chọn (đồng giá 30k)","4.2","https://www.google.com/maps/search/?api=1&query=%E1%BB%90c%20T%E1%BB%B1%20Ch%E1%BB%8Dn%20(%C4%91%E1%BB%93ng%20gi%C3%A1%2030k)&query_place_id=ChIJE_nwOvgtdTERbZLjVIEsKSQ",,"61"
"Lô E, chung cư Sơn Kỳ, Đường CC5, P, Tân Phú, Hồ Chí Minh 70000, Việt Nam","Nhà hàng","false",,,"10.8092739","106.6084164","Thứ Tư","07:30 to 23:00","Thứ Năm","07:30 to 23:00","Thứ Sáu","07:30 to 23:00","Thứ Bảy","07:30 to 23:00","Chủ Nhật","07:30 to 23:00","Thứ Hai","07:30 to 23:00","Thứ Ba","07:30 to 23:00","+84 799 110 561",,"8","Tân Phú, Hồ Chí Minh","Lô E, chung cư Sơn Kỳ, Đường CC5","Bia Hơi Hà Nội Mộc Thủy Quán","4.4","https://www.google.com/maps/search/?api=1&query=Bia%20H%C6%A1i%20H%C3%A0%20N%E1%BB%99i%20M%E1%BB%99c%20Th%E1%BB%A7y%20Qu%C3%A1n&query_place_id=ChIJi8oOiuwrdTER4mHHOSn-gWc",,"144"
"235 Nguyễn Thị Tú, Bình Hưng Hoà B, Bình Tân, Hồ Chí Minh 700000, Việt Nam","Nhà hàng","false",,,"10.8154954","106.593769","Thứ Tư","07:00 to 23:00","Thứ Năm","07:00 to 23:00","Thứ Sáu","07:00 to 23:00","Thứ Bảy","07:00 to 23:00","Chủ Nhật","07:00 to 23:00","Thứ Hai","07:00 to 23:00","Thứ Ba","07:00 to 23:00","+84 937 818 577",,"6","Bình Tân, Hồ Chí Minh","235 Nguyễn Thị Tú","HAPPY ZONE","4.9","https://www.google.com/maps/search/?api=1&query=HAPPY%20ZONE&query_place_id=ChIJtw3rJ5YrdTERAhiXMcOgWCE","https://www.facebook.com/happyzonebeergarden","8"
"1119 Đ. Trần Văn Giàu, Tân Tạo A, Bình Tân, Hồ Chí Minh 700000, Việt Nam","Nhà hàng hải sản","false",,,"10.7576334","106.5721378","Thứ Tư","09:00 to 23:00","Thứ Năm","09:00 to 23:00","Thứ Sáu","09:00 to 23:00","Thứ Bảy","09:00 to 23:00","Chủ Nhật","09:00 to 23:00","Thứ Hai","09:00 to 23:00","Thứ Ba","09:00 to 23:00","+84 789 939 399",,"4","Bình Tân, Hồ Chí Minh","1119 Đ. Trần Văn Giàu","Hải Sản Trạm Ốc","5","https://www.google.com/maps/search/?api=1&query=H%E1%BA%A3i%20S%E1%BA%A3n%20Tr%E1%BA%A1m%20%E1%BB%90c&query_place_id=ChIJizo0QcQtdTERtlbPMSLIv24",,"2"
"388 Đường Số 1, Bình Hưng Hoà B, Bình Tân, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.8042802","106.593976",,,,,,,,,,,,,,,,,"4","Bình Tân, Thành phố Hồ Chí Minh","388 Đường Số 1","Nhà Thuốc Gia Bảo",,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20Thu%E1%BB%91c%20Gia%20B%E1%BA%A3o&query_place_id=ChIJ0Y9Kio8rdTERNa3F0wfvsYk",,"0"
"Chung Cư Tân Tạo, đường Lộ Tẻ, phường Tân Tạo A, Tân Tạo A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng phở","false",,,"10.7507467","106.590452","Thứ Tư","06:00 to 10:30","Thứ Năm","06:00 to 10:30","Thứ Sáu","06:00 to 10:30","Thứ Bảy","06:00 to 10:30","Chủ Nhật","06:00 to 10:30","Thứ Hai","06:00 to 10:30","Thứ Ba","06:00 to 10:30","+84 976 628 828",,"8","Bình Tân, Hồ Chí Minh","Chung Cư Tân Tạo, đường Lộ Tẻ, phường Tân Tạo A","Phở Giao","2.9","https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20Giao&query_place_id=ChIJQ7532awtdTERI344X78kyhk",,"17"
"29 Đ. số 33A, Bình Trị Đông B, Bình Tân, Hồ Chí Minh 700000, Việt Nam","Khách sạn","false",,,"10.7538957","106.6085452",,,,,,,,,,,,,,,"+84 28 6282 8833","260 NOK","8","Bình Tân, Hồ Chí Minh","29 Đ. số 33A","Vienna Hotel","4.4","https://www.google.com/maps/search/?api=1&query=Vienna%20Hotel&query_place_id=ChIJ6zqv2AktdTERrndVJiCS0Kw",,"27"
"65 Đ. số 3, An Lạc, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7264383","106.611468","Thứ Tư","05:30 to 22:30","Thứ Năm","05:30 to 22:30","Thứ Sáu","05:30 to 22:30","Thứ Bảy","05:30 to 22:30","Chủ Nhật","05:30 to 22:30","Thứ Hai","05:30 to 22:30","Thứ Ba","05:30 to 22:30",,,"11","Bình Tân, Hồ Chí Minh","65 Đ. số 3","Quán lẩu Phương Thuỷ","4.4","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20l%E1%BA%A9u%20Ph%C6%B0%C6%A1ng%20Thu%E1%BB%B7&query_place_id=ChIJgZUww6YtdTERKzy69sjvIn4",,"11"
"345 Hồ Học Lãm, An Lạc, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7210772","106.6114541","Thứ Tư","09:00 to 23:00","Thứ Năm","09:00 to 23:00","Thứ Sáu","09:00 to 23:00","Thứ Bảy","09:00 to 23:00","Chủ Nhật","09:00 to 23:00","Thứ Hai","09:00 to 22:30","Thứ Ba","09:00 to 23:00",,,"9","Bình Tân, Hồ Chí Minh","345 Hồ Học Lãm","Quán Hai Nhái","4.5","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Hai%20Nh%C3%A1i&query_place_id=ChIJ04Asne4tdTERz6xWuWzd5h0",,"14"
"Tân Tạo A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7491021","106.5852555",,,,,,,,,,,,,,,,,"9","Bình Tân, Hồ Chí Minh",,"Toàn Ký Mì Gia",,"https://www.google.com/maps/search/?api=1&query=To%C3%A0n%20K%C3%BD%20M%C3%AC%20Gia&query_place_id=ChIJo9UWqqstdTERCR741CevAKs",,"0"
"230 Đ. Trần Văn Giàu, Bình Trị Đông B, Bình Tân, Thành phố Hồ Chí Minh, Việt Nam","Khách sạn","true",,,"10.7523154","106.608155",,,,,,,,,,,,,,,,"9 US$","7","Bình Tân, Thành phố Hồ Chí Minh","230 Đ. Trần Văn Giàu","Sứ Lạng Hotel",,"https://www.google.com/maps/search/?api=1&query=S%E1%BB%A9%20L%E1%BA%A1ng%20Hotel&query_place_id=ChIJ96nEGgAtdTERcTMVnFRD81k",,"0"
"37/23/8/4/4k Hồ Văn Long, Bình Hưng Hoà B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","true",,,"10.8178798","106.5972459","Thứ Tư","08:00 to 22:00","Thứ Năm","08:00 to 22:00","Thứ Sáu","08:00 to 22:00","Thứ Bảy","08:00 to 22:00","Chủ Nhật","08:00 to 22:00","Thứ Hai","08:00 to 22:00","Thứ Ba","08:00 to 22:00","+84 938 391 123",,"1","Bình Tân, Hồ Chí Minh","37/23/8/4/4k Hồ Văn Long","Bếp nhà Thuỵ","5","https://www.google.com/maps/search/?api=1&query=B%E1%BA%BFp%20nh%C3%A0%20Thu%E1%BB%B5&query_place_id=ChIJkfPC7hQrdTER4Vt3EjBZ_kM","https://m.facebook.com/bepnhathuy.vn","2"
"985/71, HL2, Bình Trị Đông A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7670104","106.5935731","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày",,,"3","Bình Tân, Hồ Chí Minh","985/71, HL2","Phát Hủ Tiếu","5","https://www.google.com/maps/search/?api=1&query=Ph%C3%A1t%20H%E1%BB%A7%20Ti%E1%BA%BFu&query_place_id=ChIJU8zFI8stdTER7IhKJK0YDqE",,"1"
"149 Đ. Trần Thanh Mại, Tân Tạo A, Bình Tân, Hồ Chí Minh 700000, Việt Nam","Nhà hàng","false",,,"10.7514767","106.5882674","Thứ Tư","06:00 to 21:00","Thứ Năm","06:00 to 21:00","Thứ Sáu","06:00 to 21:00","Thứ Bảy","06:00 to 21:00","Chủ Nhật","06:00 to 21:00","Thứ Hai","06:00 to 21:00","Thứ Ba","06:00 to 21:00","+84 976 164 589",,"6","Bình Tân, Hồ Chí Minh","149 Đ. Trần Thanh Mại","BÁNH CANH CÁ LÓC BIN BO - ĐẶC SẢN QUẢNG TRỊ","4.5","https://www.google.com/maps/search/?api=1&query=B%C3%81NH%20CANH%20C%C3%81%20L%C3%93C%20BIN%20BO%20-%20%C4%90%E1%BA%B6C%20S%E1%BA%A2N%20QU%E1%BA%A2NG%20TR%E1%BB%8A&query_place_id=ChIJx4gBe94tdTERgB3bw1nhhVs",,"22"
"14 Đường số 8, Tân Tạo A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7475433","106.5860553","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","+84 328 335 746",,"5","Bình Tân, Hồ Chí Minh","14 Đường số 8","Quán Gà Cúng 270k/ Con bao chén đũa",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20G%C3%A0%20C%C3%BAng%20270k%2F%20Con%20bao%20ch%C3%A9n%20%C4%91%C5%A9a&query_place_id=ChIJmfSwEbItdTERDBOloRrkmh8",,"0"
"Big C An Lạc 1231, QL1A, Khu Phố 5, Bình Tân, Hồ Chí Minh 700000, Việt Nam","Nhà hàng món nướng Hàn Quốc","false",,,"10.7329693","106.6024451","Thứ Tư","10:00 to 21:00","Thứ Năm","10:00 to 21:00","Thứ Sáu","10:00 to 21:00","Thứ Bảy","10:00 to 21:00","Chủ Nhật","10:00 to 21:00","Thứ Hai","10:00 to 21:00","Thứ Ba","10:00 to 21:00","+84 1900 234546","$$","5","Bình Tân, Hồ Chí Minh","Big C An Lạc 1231, QL1A","King BBQ","2.4","https://www.google.com/maps/search/?api=1&query=King%20BBQ&query_place_id=ChIJbQl2gBUtdTERx1tm-MUu4N4","http://kingbbq.com.vn/","14"
"49C Đ. Võ Trần Chí, Tân Tạo A, Thành phố Hồ Chí Minh, Hồ Chí Minh, Việt Nam","Nhà hàng","false",,,"10.7470735","106.5810736","Thứ Tư","08:30 to 22:30","Thứ Năm","08:30 to 22:30","Thứ Sáu","08:30 to 22:30","Thứ Bảy","08:30 to 22:30","Chủ Nhật","08:30 to 22:30","Thứ Hai","08:30 to 22:30","Thứ Ba","08:30 to 22:30","+84 909 595 050",,"3","Thành phố Hồ Chí Minh, Hồ Chí Minh","49C Đ. Võ Trần Chí","Nhà hàng ẩm thực CẬU 3 CN2","4.1","https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0ng%20%E1%BA%A9m%20th%E1%BB%B1c%20C%E1%BA%ACU%203%20CN2&query_place_id=ChIJBe0PnWktdTERG3tyUpRxiss",,"15"
